GVKEY,CIQID,,Company Name
184603,IQ46449080,,"Qlik Technologies, Inc."
28420,IQ46422711,,"BlackLine, Inc. (NasdaqGS:BL)"
296753,IQ46401303,,AVG Technologies N.V.
18899,IQ46368713,,"Tandem Diabetes Care, Inc. (NasdaqGM:TNDM)"
19295,IQ46365772,,Autohome Inc. (NYSE:ATHM)
32809,IQ4634897,,"Apollo Medical Holdings, Inc. (NasdaqCM:AMEH)"
181290,IQ46271970,,Digimarc Corporation (NasdaqGS:DMRC)
20229,IQ46240937,,"Zendesk, Inc. (NYSE:ZEN)"
187462,IQ46084519,,Ubiquiti Inc. (NYSE:UI)
21825,IQ46051729,,"Citizens Financial Group, Inc. (NYSE:CFG)"
175404,IQ4593731,,"First Solar, Inc. (NasdaqGS:FSLR)"
17709,IQ45728557,,Golden Mountain Financial Corp
180229,IQ4549100,,"Mistras Group, Inc. (NYSE:MG)"
18465,IQ4544094,,Antero Resources Corporation (NYSE:AR)
185797,IQ4528419,,The Howard Hughes Corporation (NYSE:HHC)
185195,IQ4524855,,"Vera Bradley, Inc. (NasdaqGS:VRA)"
21604,IQ4524129,,"Paramount Group, Inc. (NYSE:PGRE)"
178973,IQ4497349,,Titan Machinery Inc. (NasdaqGS:TITN)
175130,IQ4490115,,"Chicopee Bancorp, Inc."
161048,IQ4480780,,American Campus Communities LLC
180083,IQ44732496,,"Grand Canyon Education, Inc. (NasdaqGS:LOPE)"
183791,IQ44709159,,Cenovus Energy Inc. (TSX:CVE)
24905,IQ44576381,,Sunrun Inc. (NasdaqGS:RUN)
170360,IQ4422588,,"USA Compression Partners, LP"
178806,IQ4373805,,"LL Flooring Holdings, Inc. (NYSE:LL)"
162557,IQ4372485,,"United Financial Bancorp, Inc."
186960,IQ4370094,,"The Chefs' Warehouse, Inc. (NasdaqGS:CHEF)"
176899,IQ4368532,,"SandRidge Energy, Inc. (NYSE:SD)"
185549,IQ4368282,,"American Assets Trust, Inc. (NYSE:AAT)"
10567,IQ435998,,Six Flags Entertainment Corporation (NYSE:SIX)
32219,IQ435392887,,"PetIQ, Inc. (NasdaqGS:PETQ)"
31802,IQ433871117,,Delphi Technologies PLC
184899,IQ43182327,,First American Financial Corporation (NYSE:FAF)
33487,IQ431096194,,HUYA Inc. (NYSE:HUYA)
32580,IQ430871960,,VICI Properties Inc. (NYSE:VICI)
155394,IQ4303924,,LKQ Corporation (NasdaqGS:LKQ)
183528,IQ42957628,,"GAIN Capital Holdings, Inc."
179738,IQ42952210,,"Energy Recovery, Inc. (NasdaqGS:ERII)"
175055,IQ4291267,,"Hill International, Inc. (NYSE:HIL)"
36641,IQ428786517,,"Rackspace Technology, Inc. (NasdaqGS:RXT)"
154755,IQ428740,,CapitalSource Inc.
164532,IQ428613,,"Baidu, Inc. (NasdaqGS:BIDU)"
175490,IQ4282854,,"Yield10 Bioscience, Inc. (NasdaqCM:YTEN)"
175955,IQ427949,,IPG Photonics Corporation (NasdaqGS:IPGP)
32908,IQ427906624,,"Rocket Pharmaceuticals, Inc. (NasdaqGM:RCKT)"
101352,IQ427854,,Alcatel-Lucent
293884,IQ427729,,InterXion Holding N.V.
184807,IQ4277008,,"The Fresh Market, Inc."
27387,IQ427445,,"Impinj, Inc. (NasdaqGS:PI)"
178552,IQ4266478,,Textainer Group Holdings Limited (NYSE:TGH)
22708,IQ42598313,,"Inovalon Holdings, Inc."
180466,IQ4259332,,John Bean Technologies Corporation (NYSE:JBT)
32106,IQ425005479,,Baker Hughes Company (NasdaqGS:BKR)
177871,IQ424735,,Virtusa Corporation
30999,IQ424080297,,Carvana Co. (NYSE:CVNA)
175686,IQ4236188,,Primoris Services Corporation (NasdaqGS:PRIM)
8240,IQ4233505,,PHH Corporation
184323,IQ4233177,,"Express, Inc. (NYSE:EXPR)"
142812,IQ422888,,"Senomyx, Inc."
186159,IQ422832,,"Supernus Pharmaceuticals, Inc. (NasdaqGM:SUPN)"
100873,IQ422760,,Nielsen Holdings plc
33998,IQ422708241,,Liquid Media Group Ltd. (NasdaqCM:YVR)
180405,IQ4222231,,"Activision Blizzard, Inc. (NasdaqGS:ATVI)"
18947,IQ42154124,,"Veracyte, Inc. (NasdaqGM:VCYT)"
175319,IQ4212820,,Hanesbrands Inc. (NYSE:HBI)
20530,IQ42083601,,Alibaba Group Holding Limited (NYSE:BABA)
162957,IQ4205817,,"Rockwood Holdings, Inc."
260774,IQ4204816,,"CBRE Group, Inc. (NYSE:CBRE)"
35182,IQ420347413,,"CrowdStrike Holdings, Inc. (NasdaqGS:CRWD)"
156155,IQ419781,,TD SYNNEX Corporation (NYSE:SNX)
176701,IQ4185357,,"Interactive Brokers Group, Inc. (NasdaqGS:IBKR)"
164506,IQ4184604,,ACCO Brands Corporation (NYSE:ACCO)
104432,IQ4180463,,Norwegian Cruise Line Holdings Ltd. (NYSE:NCLH)
147175,IQ4180255,,"Lorillard, LLC"
10984,IQ417206,,Sprint Corporation
138126,IQ416930,,"Keryx Biopharmaceuticals, Inc."
27199,IQ416628,,"VAALCO Energy, Inc. (NYSE:EGY)"
144496,IQ416620,,UBS Group AG (SWX:UBSG)
137232,IQ416514,,Janus Henderson US (Holdings) Inc.
164708,IQ4165019,,"Ameriprise Financial, Inc. (NYSE:AMP)"
63562,IQ416430,,Aeterna Zentaris Inc. (TSX:AEZS)
137573,IQ416404,,"Entegris, Inc. (NasdaqGS:ENTG)"
258869,IQ4163332,,"Tri Pointe Homes, Inc. (NYSE:TPH)"
28192,IQ416264458,,Howmet Aerospace Inc. (NYSE:HWM)
174310,IQ4161770,,"KBR, Inc. (NYSE:KBR)"
20105,IQ41597859,,FS KKR Capital Corp. (NYSE:FSK)
2136,IQ415798,,Verizon Communications Inc. (NYSE:VZ)
22053,IQ415708,,Contango Oil & Gas Company
12978,IQ4155690,,"Kraft Foods Group, Inc."
30004,IQ415395909,,Invitation Homes Inc. (NYSE:INVH)
28347,IQ415352,,"Flotek Industries, Inc. (NYSE:FTK)"
31227,IQ415148,,"Nutrisystem, Inc."
176725,IQ4149997,,"Barings BDC, Inc. (NYSE:BBDC)"
66235,IQ414570,,"Hope Bancorp, Inc. (NasdaqGS:HOPE)"
115757,IQ414079,,"Smith & Wesson Brands, Inc. (NasdaqGS:SWBI)"
125378,IQ414005,,Partner Communications Company Ltd. (NasdaqGS:PTNR)
135990,IQ413857,,"NRG Energy, Inc. (NYSE:NRG)"
126555,IQ413831,,"Alaska Communications Systems Group, Inc."
64835,IQ413817,,Ryanair Holdings plc (ISE:RYA)
112295,IQ413700,,First Community Corporation (NasdaqCM:FCCO)
222638,IQ413394,,TIM S.A. (BOVESPA:TIMS3)
29609,IQ413188,,"The Hain Celestial Group, Inc. (NasdaqGS:HAIN)"
28590,IQ413156,,The Brink's Company (NYSE:BCO)
133871,IQ412674,,"Sangamo Therapeutics, Inc. (NasdaqGS:SGMO)"
133726,IQ411996,,"CMC Materials, Inc."
134932,IQ411950,,ON Semiconductor Corporation (NasdaqGS:ON)
110250,IQ411654,,"Summit Financial Group, Inc. (NasdaqGS:SMMF)"
222357,IQ411574,,Companhia Energética de Minas Gerais (BOVESPA:CMIG4)
133367,IQ411342,,Edgewell Personal Care Company (NYSE:EPC)
125580,IQ411296,,"Southern First Bancshares, Inc. (NasdaqGM:SFST)"
133767,IQ411254,,"Krispy Kreme, Inc. (NasdaqGS:DNUT)"
133366,IQ411220,,Edwards Lifesciences Corporation (NYSE:EW)
5918,IQ411206,,Vectren Corporation
223148,IQ411168,,ICICI Bank Limited (NSEI:ICICIBANK)
15576,IQ410467,,Deutsche Bank Aktiengesellschaft (XTRA:DBK)
179889,IQ41018622,,AGNC Investment Corp. (NasdaqGS:AGNC)
102341,IQ410154,,Harmony Gold Mining Company Limited (JSE:HAR)
179288,IQ40985613,,DallasNews Corporation (NasdaqCM:DALN)
18666,IQ40983088,,"Asensus Surgical, Inc. (NYSEAM:ASXC)"
29191,IQ409540249,,"Ichor Holdings, Ltd. (NasdaqGS:ICHR)"
144097,IQ409424,,Targa Pipeline Partners LP
222111,IQ409268,,Petróleo Brasileiro S.A. - Petrobras (BOVESPA:PETR4)
30582,IQ408107,,National Bank of Greece S.A. (ATSE:ETE)
62618,IQ407761,,Consolidated Water Co. Ltd. (NasdaqGS:CWCO)
28338,IQ407172,,Transocean Ltd. (NYSE:RIG)
61745,IQ406896,,"Impax Laboratories, Inc."
152909,IQ4068071,,Wells Fargo Advantage Funds - Allspring Income Opportunities Fund (NYSEAM:EAD)
126721,IQ406526,,Teledyne Technologies Incorporated (NYSE:TDY)
24318,IQ406440,,XL Group Ltd
4503,IQ406338,,Exxon Mobil Corporation (NYSE:XOM)
28838,IQ405739,,Credit Suisse Group AG (SWX:CSGN)
125604,IQ405483,,Plug Power Inc. (NasdaqCM:PLUG)
162254,IQ405277,,Celanese Corporation (NYSE:CE)
211819,IQ405257,,National Grid plc (LSE:NG.)
124046,IQ405201,,Diversified Healthcare Trust (NasdaqGS:DHC)
21816,IQ40489588,,Travelport Worldwide Limited
187450,IQ40485464,,"Enphase Energy, Inc. (NasdaqGM:ENPH)"
29573,IQ404828223,,First Trust Senior Floating Rate 2022 Target Term Fund
124775,IQ404582,,"CIRCOR International, Inc. (NYSE:CIR)"
22983,IQ40457157,,"Xenia Hotels & Resorts, Inc. (NYSE:XHR)"
122915,IQ404105,,"Alliance Resource Partners, L.P. (NasdaqGS:ARLP)"
105089,IQ404061,,"CEMEX, S.A.B. de C.V. (BMV:CEMEX CPO)"
33232,IQ40383930,,"Zuora, Inc. (NYSE:ZUO)"
124042,IQ403699,,Manulife Financial Corporation (TSX:MFC)
124434,IQ403413,,"BlackRock, Inc. (NYSE:BLK)"
66654,IQ403131,,Anworth Mortgage Asset Corporation
35065,IQ403055588,,"Avantor, Inc. (NYSE:AVTR)"
124254,IQ402993,,OMNOVA Solutions Inc.
157057,IQ4026111,,"Assurant, Inc. (NYSE:AIZ)"
20935,IQ40255796,,"Trupanion, Inc. (NasdaqGM:TRUP)"
8867,IQ401890,,Quantum Corporation (NasdaqGM:QMCO)
122380,IQ401541,,Lennox International Inc. (NYSE:LII)
187576,IQ40151328,,Zynga Inc.
122015,IQ401058,,"Hudson City Bancorp, Inc."
121815,IQ400829,,"Encore Capital Group, Inc. (NasdaqGS:ECPG)"
151933,IQ4005629,,Tenaris S.A. (BIT:TEN)
61356,IQ400280,,Novanta Inc. (NasdaqGS:NOVT)
121713,IQ400006,,"Financial Institutions, Inc. (NasdaqGS:FISI)"
65986,IQ399960,,BlackBerry Limited (TSX:BB)
119414,IQ399884,,"Capitol Federal Financial, Inc. (NasdaqGS:CFFN)"
120794,IQ399700,,"TC PipeLines, LP"
120877,IQ399584,,Reynolds American Inc.
121142,IQ399462,,"Skechers U.S.A., Inc. (NYSE:SKX)"
120297,IQ398784,,"Legacy LifePoint Health, LLC"
120444,IQ398674,,"WESCO International, Inc. (NYSE:WCC)"
114628,IQ398625,,"The Goldman Sachs Group, Inc. (NYSE:GS)"
110179,IQ398549,,"Ventas, Inc. (NYSE:VTR)"
119275,IQ398351,,"MKS Instruments, Inc. (NasdaqGS:MKSI)"
7908,IQ398118,,Nippon Telegraph and Telephone Corporation (TSE:9432)
15668,IQ398058,,ORIX Corporation (TSE:8591)
211009,IQ398006,,Infosys Limited (NSEI:INFY)
110620,IQ397809,,ICON Public Limited Company (NasdaqGS:ICLR)
118502,IQ397414,,CEB Inc.
118223,IQ397072,,"Bottomline Technologies, Inc."
118267,IQ396922,,Korn Ferry (NYSE:KFY)
118042,IQ396680,,"East West Bancorp, Inc. (NasdaqGS:EWBC)"
21895,IQ39636624,,Columbia Pipeline Partners LP
118081,IQ396177,,"Curia, Inc."
179843,IQ39593739,,"Intrepid Potash, Inc. (NYSE:IPI)"
117902,IQ395750,,"Audacy, Inc. (NYSE:AUD)"
117026,IQ395582,,"Greene County Bancorp, Inc. (NasdaqCM:GCBC)"
22604,IQ39510693,,Ascendis Pharma A/S (NasdaqGS:ASND)
23119,IQ39461021,,"SolarEdge Technologies, Inc. (NasdaqGS:SEDG)"
2410,IQ394466,,BP p.l.c. (LSE:BP.)
19349,IQ394038,,Siemens Aktiengesellschaft (XTRA:SIE)
115876,IQ393970,,"Prosperity Bancshares, Inc. (NYSE:PB)"
116029,IQ393940,,"Plains All American Pipeline, L.P. (NasdaqGS:PAA)"
24405,IQ393488,,Zebra Technologies Corporation (NasdaqGS:ZBRA)
179657,IQ39348049,,"Hillenbrand, Inc. (NYSE:HI)"
208057,IQ393311,,Companhia Siderúrgica Nacional (BOVESPA:CSNA3)
15362,IQ393269,,Westpac Banking Corporation (ASX:WBC)
64577,IQ392996,,Companhia Paranaense de Energia - COPEL (BOVESPA:CPLE6)
62689,IQ392856,,"The Travelers Companies, Inc. (NYSE:TRV)"
179442,IQ39265071,,GHL Acquisition Corp.
65640,IQ392530,,Centerspace (NYSE:CSR)
3243,IQ391687,,Citigroup Inc. (NYSE:C)
185532,IQ39153321,,Targa Resources Corp. (NYSE:TRGP)
25274,IQ391070,,Universal Display Corporation (NasdaqGS:OLED)
65500,IQ390562,,Nordic American Tankers Limited (NYSE:NAT)
11506,IQ390225,,"The Williams Companies, Inc. (NYSE:WMB)"
113419,IQ390157,,Convergys Corporation
23977,IQ38985277,,"Apple Hospitality REIT, Inc. (NYSE:APLE)"
178974,IQ38944305,,WSP Holdings Ltd.
179202,IQ38893720,,EchoStar Corporation (NasdaqGS:SATS)
61214,IQ388904,,ASML Holding N.V. (ENXTAM:ASML)
112876,IQ388763,,Enterprise Products Partners L.P. (NYSE:EPD)
109683,IQ388590,,"First Niagara Financial Group, Inc."
112721,IQ388375,,"Republic Bancorp, Inc. (NasdaqGS:RBCA.A)"
109179,IQ388030,,SVF HoldCo (UK) Limited
178811,IQ38801988,,Hatteras Financial Corp
102696,IQ388005,,Logitech International S.A. (SWX:LOGN)
20670,IQ387933,,Pan American Silver Corp. (TSX:PAAS)
61380,IQ387618,,Erie Indemnity Company (NasdaqGS:ERIE)
65967,IQ387568,,Envision Healthcare Corporation
111486,IQ387513,,Gildan Activewear Inc. (TSX:GIL)
13288,IQ387211,,"Rock Creek Pharmaceuticals, Inc. (OTCPK:RCPI.Q)"
112111,IQ387127,,"CoStar Group, Inc. (NasdaqGS:CSGP)"
15581,IQ386873,,Canadian Imperial Bank of Commerce (TSX:CM)
20696,IQ386673,,Masonite International Corporation (NYSE:DOOR)
112168,IQ386225,,"Republic Services, Inc. (NYSE:RSG)"
65228,IQ386159,,Umpqua Holdings Corporation (NasdaqGS:UMPQ)
111864,IQ386024,,Cognizant Technology Solutions Corporation (NasdaqGS:CTSH)
178877,IQ38594586,,Navios Maritime Partners L.P. (NYSE:NMM)
30740,IQ385777,,Dominion Resources Black Warrior Trust (OTCPK:DOMR)
212340,IQ385727,,Shire plc
16681,IQ385288,,BBX Capital Corporation
111534,IQ384976,,MicroStrategy Incorporated (NasdaqGS:MSTR)
29804,IQ384779,,Invesco Ltd. (NYSE:IVZ)
165746,IQ384687,,"Live Nation Entertainment, Inc. (NYSE:LYV)"
110732,IQ384586,,"Waste Connections, Inc. (NYSE:WCN)"
212782,IQ384522,,Fresenius Medical Care AG & Co. KGaA (XTRA:FME)
18888,IQ38444119,,"Amneal Pharmaceuticals, Inc. (NYSE:AMRX)"
176592,IQ38442952,,"HFF, Inc."
179094,IQ38439844,,"Del Frisco's Restaurant Group, Inc."
66731,IQ383724,,"Federated Hermes, Inc. (NYSE:FHI)"
110533,IQ383640,,Danfoss Power Solutions Inc.
15617,IQ383462,,ING Groep N.V. (ENXTAM:INGA)
66281,IQ383301,,RAIT Financial Trust
65526,IQ383247,,Hanover Capital Mortgage Holdings Inc.
23793,IQ383229,,"PS Business Parks, Inc."
109826,IQ382975,,"Manhattan Associates, Inc. (NasdaqGS:MANH)"
65556,IQ382914,,"Annaly Capital Management, Inc. (NYSE:NLY)"
9555,IQ382724,,Sealed Air Corporation (NYSE:SEE)
15509,IQ382645,,HSBC Holdings plc (LSE:HSBA)
101310,IQ382553,,Novartis AG (SWX:NOVN)
61576,IQ381997,,Headwaters Incorporated
62072,IQ381981,,"Alpha Pro Tech, Ltd. (NYSEAM:APT)"
65605,IQ381848,,Ritchie Bros. Auctioneers Incorporated (NYSE:RBA)
66599,IQ381463,,"Waddell & Reed Financial, Inc."
104598,IQ381388,,POSCO Holdings Inc. (KOSE:A005490)
30874,IQ380884,,Korea Electric Power Corporation (KOSE:A015760)
100338,IQ380521,,RELX PLC (LSE:REL)
179534,IQ38043467,,Visa Inc. (NYSE:V)
64336,IQ380395,,China Eastern Airlines Corporation Limited (SHSE:600115)
287252,IQ38011339,,MiX Telematics Limited (JSE:MIX)
201395,IQ380075,,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330)
179831,IQ37995045,,"Western Midstream Operating, LP"
20570,IQ379819,,MDC Partners Inc.
29819,IQ379523413,,Bioverativ Inc.
31774,IQ379475737,,"Brighthouse Financial, Inc. (NasdaqGS:BHF)"
24370,IQ379153,,Cameco Corporation (TSX:CCO)
66290,IQ379037,,Steelcase Inc. (NYSE:SCS)
9215,IQ378755,,Rogers Communications Inc. (TSX:RCI.B)
27971,IQ378451,,"Leading Brands, Inc."
28169,IQ378225,,Agrium Inc.
162894,IQ37792537,,Crestwood Equity Partners LP (NYSE:CEQP)
63123,IQ376695,,Genesee & Wyoming Inc.
184442,IQ37644463,,Chord Energy Corporation (NasdaqGS:CHRD)
18636,IQ375780,,Diageo plc (LSE:DGE)
64979,IQ375090,,"Pacific Premier Bancorp, Inc. (NasdaqGS:PPBI)"
21006,IQ37464681,,"Intersect ENT, Inc."
179298,IQ37443258,,"Meridian Bancorp, Inc."
17715,IQ374421,,"Codorus Valley Bancorp, Inc. (NasdaqGM:CVLY)"
29453,IQ374377,,"Cheniere Energy, Inc. (NYSEAM:LNG)"
28790,IQ374372246,,"Lamb Weston Holdings, Inc. (NYSE:LW)"
66285,IQ374205,,Heritage Financial Corporation (NasdaqGS:HFWA)
65896,IQ374066,,Geospace Technologies Corporation (NasdaqGS:GEOS)
150937,IQ3738520,,Seagate Technology Holdings plc (NasdaqGS:STX)
35211,IQ373723538,,Clarivate Plc (NYSE:CLVT)
32771,IQ3735944,,WillScot Mobile Mini Holdings Corp. (NasdaqCM:WSC)
10860,IQ373264,,Ameren Corporation (NYSE:AEE)
22729,IQ372949,,Winland Holdings Corporation (OTCPK:WELX)
66016,IQ372526,,Ingredion Incorporated (NYSE:INGR)
62895,IQ372140,,"Premier Financial Bancorp, Inc."
63650,IQ371481,,"Spectrum Pharmaceuticals, Inc. (NasdaqGS:SPPI)"
64630,IQ371281,,"Take-Two Interactive Software, Inc. (NasdaqGS:TTWO)"
155393,IQ3711992,,Whiting Petroleum Corporation
2285,IQ370857,,The Boeing Company (NYSE:BA)
65615,IQ370714,,"Choice Hotels International, Inc. (NYSE:CHH)"
65576,IQ370413,,AMB Property Corporation
65831,IQ370122,,"Sonic Automotive, Inc. (NYSE:SAH)"
14316,IQ370017,,Repsol Oil & Gas Canada Inc.
27638,IQ369991357,,Alcoa Corporation (NYSE:AA)
63135,IQ369765,,"Dime Community Bancshares, Inc. (NasdaqGS:DCOM)"
177376,IQ3695566,,Discover Financial Services (NYSE:DFS)
65718,IQ368787,,"Group 1 Automotive, Inc. (NYSE:GPI)"
178405,IQ36848615,,Fly Leasing Limited
65609,IQ368470,,"C.H. Robinson Worldwide, Inc. (NasdaqGS:CHRW)"
64925,IQ368278,,"Boston Properties, Inc. (NYSE:BXP)"
65662,IQ368157,,China Mobile Limited (SEHK:941)
220940,IQ367964,,Orange S.A. (ENXTPA:ORA)
27555,IQ36770449,,OrthoPediatrics Corp. (NasdaqGM:KIDS)
22325,IQ36762,,"Xilinx, Inc."
65671,IQ367578,,"Dril-Quip, Inc. (NYSE:DRQ)"
143421,IQ36732,,Wright Medical Group N.V.
162385,IQ36731,,WEX Inc. (NYSE:WEX)
126056,IQ36652,,"Kratos Defense & Security Solutions, Inc. (NasdaqGS:KTOS)"
178863,IQ36633475,,"El Paso Pipeline Partners, L.P."
144009,IQ36623,,Willis Towers Watson Public Limited Company (NasdaqGS:WTW)
24893,IQ36602,,"Whole Foods Market, Inc."
65417,IQ365997,,"Yum! Brands, Inc. (NYSE:YUM)"
63000,IQ365852,,"Rush Enterprises, Inc. (NasdaqGS:RUSH.B)"
65421,IQ365602,,"FARO Technologies, Inc. (NasdaqGS:FARO)"
63847,IQ365436,,"Penske Automotive Group, Inc. (NYSE:PAG)"
63927,IQ365303,,"United Natural Foods, Inc. (NYSE:UNFI)"
64821,IQ365138,,"Alexandria Real Estate Equities, Inc. (NYSE:ARE)"
65220,IQ365114,,"Carrizo Oil & Gas, Inc."
27845,IQ36478,,Allergan plc
61574,IQ36475,,Waters Corporation (NYSE:WAT)
65290,IQ364744,,SL Green Realty Corp. (NYSE:SLG)
15274,IQ36451,,"New WEI, Inc."
63232,IQ364474,,OceanFirst Financial Corp. (NasdaqGS:OCFC)
60979,IQ36437,,Westinghouse Air Brake Technologies Corporation (NYSE:WAB)
2369,IQ364332,,Brookfield Asset Management Inc. (TSX:BAM.A)
1659,IQ364264,,"The Andersons, Inc. (NasdaqGS:ANDE)"
65248,IQ364040,,ArcelorMittal S.A. (ENXTAM:MT)
148552,IQ36395868,,"Nile Therapeutics, Inc."
31881,IQ363811,,FEI Company
156383,IQ3635761,,American Equity Investment Life Holding Company (NYSE:AEL)
178862,IQ36344150,,Chimera Investment Corporation (NYSE:CIM)
161844,IQ3632895,,Las Vegas Sands Corp. (NYSE:LVS)
186310,IQ363263,,"Huntington Ingalls Industries, Inc. (NYSE:HII)"
65944,IQ363049,,"Assertio Holdings, Inc. (NasdaqCM:ASRT)"
65108,IQ363003,,Jones Lang LaSalle Incorporated (NYSE:JLL)
65106,IQ362889,,Bank OZK (NasdaqGS:OZK)
65009,IQ362798,,"Archrock, Inc. (NYSE:AROC)"
19744,IQ36273923,,"JD.com, Inc. (NasdaqGS:JD)"
65014,IQ362652,,Schick Technologies Inc.
64857,IQ362584,,"Sarepta Therapeutics, Inc. (NasdaqGS:SRPT)"
24344,IQ36235,,Vertex Pharmaceuticals Incorporated (NasdaqGS:VRTX)
64891,IQ362220,,Ralph Lauren Corporation (NYSE:RL)
66368,IQ36216,,"VeriSign, Inc. (NasdaqGS:VRSN)"
178610,IQ36214016,,"DuPont Fabros Technology, Inc."
162733,IQ36213,,"VeriFone Systems, Inc."
25405,IQ362000,,General Cable Corporation
62984,IQ361722,,Titanium Metals Corporation
178828,IQ36170218,,Enterprise Acquisition Corp.
64690,IQ361581,,"Autoliv, Inc. (NYSE:ALV)"
64699,IQ361555,,"Flagstar Bancorp, Inc. (NYSE:FBC)"
64162,IQ361421,,Labcorp Drug Development Inc.
64166,IQ361335,,Quest Diagnostics Incorporated (NYSE:DGX)
64568,IQ361280,,"Gulf Island Fabrication, Inc. (NasdaqGS:GIFI)"
64344,IQ36122,,"Vail Resorts, Inc. (NYSE:MTN)"
19713,IQ361216,,Atlantic Union Bankshares Corporation (NasdaqGS:AUB)
10816,IQ36098,,USG Corporation
29517,IQ360876,,"Medifast, Inc. (NYSE:MED)"
64549,IQ360791,,Chicago Bridge & Iron Company N.V.
64135,IQ360498,,Deltic Timber Corporation
160989,IQ3604814,,"Calamos Asset Management, Inc."
11032,IQ36040,,"Universal Health Services, Inc. (NYSE:UHS)"
147432,IQ3602089,,"Cohen & Steers Quality Income Realty Fund, Inc. (NYSE:RQI)"
144621,IQ3601883,,BlackRock Municipal Income Trust (NYSE:BFK)
121440,IQ36018,,United Therapeutics Corporation (NasdaqGS:UTHR)
179216,IQ36012134,,Brookfield Infrastructure Partners L.P. (NYSE:BIP)
66065,IQ36005,,"United Rentals, Inc. (NYSE:URI)"
178201,IQ3596787,,"Vitamin Shoppe, Inc."
64088,IQ359638,,"Viasat, Inc. (NasdaqGS:VSAT)"
18872,IQ35962803,,"Twitter, Inc."
111064,IQ35931,,UKG Inc.
178704,IQ35929,,"Ulta Beauty, Inc. (NasdaqGS:ULTA)"
110807,IQ3592381,,Western Asset High Income Fund II Inc. (NYSE:HIX)
61153,IQ35922,,GrafTech International Ltd. (NYSE:EAF)
106133,IQ3590954,,"BlackRock Debt Strategies Fund, Inc. (NYSE:DSU)"
64552,IQ359086,,TD Ameritrade Holding Corporation
27826,IQ3590679,,"Boulder Total Return Fund, Inc."
25034,IQ3590588,,Saba Capital Income & Opportunities Fund (NYSE:BRW)
24376,IQ35905269,,"SafeStitch Medical, Inc."
183780,IQ35879939,,Two Harbors Investment Corp. (NYSE:TWO)
64547,IQ358763,,SouthState Corporation (NasdaqGS:SSB)
163884,IQ3587084,,Franklin Street Properties Corp. (NYSEAM:FSP)
61616,IQ358534,,Eni S.p.A. (BIT:ENI)
11944,IQ35844,,Tuesday Morning Corporation (NasdaqCM:TUEM)
13174,IQ357390,,TGC Industries Inc.
23107,IQ357321,,Firstbank Corporation
25173,IQ357223,,Renasant Corporation (NasdaqGS:RNST)
157493,IQ3572148,,"CapLease, Inc."
13683,IQ357076,,"Telefónica, S.A. (BME:TEF)"
31564,IQ35695,,"ACI Worldwide, Inc. (NasdaqGS:ACIW)"
64410,IQ356805,,"CarMax, Inc. (NYSE:KMX)"
21047,IQ35648556,,"Diplomat Pharmacy, Inc."
152049,IQ3564413,,"The First Bancshares, Inc. (NasdaqGM:FBMS)"
61483,IQ35644,,DaVita Inc. (NYSE:DVA)
124394,IQ35604,,TiVo Solutions Inc.
28295,IQ35600,,"Titan International, Inc. (NYSE:TWI)"
20695,IQ355859,,Precision Drilling Corporation (TSX:PD)
13646,IQ35576,,Tiffany & Co.
22667,IQ35555971,,"Entellus Medical, Inc."
64175,IQ355432,,"Lithia Motors, Inc. (NYSE:LAD)"
26061,IQ355279,,"Match Group, Inc. (NasdaqGS:MTCH)"
25906,IQ354797,,Mallinckrodt ARD Inc.
64254,IQ354502,,"Helios Technologies, Inc. (NYSE:HLIO)"
15070,IQ354361,,Suncor Energy Inc. (TSX:SU)
178371,IQ35420524,,"Maiden Holdings, Ltd. (NasdaqCM:MHLD)"
183139,IQ35386915,,Issuer Direct Corporation (NYSEAM:ISDR)
63643,IQ353867,,Abercrombie & Fitch Co. (NYSE:ANF)
63651,IQ353803,,Rofin-Sinar Technologies Inc.
66326,IQ35352,,The Descartes Systems Group Inc. (TSX:DSG)
65430,IQ35335,,"The Children's Place, Inc. (NasdaqGS:PLCE)"
63422,IQ353253,,Lamar Advertising Company (NasdaqGS:LAMR)
24216,IQ35312,,The AES Corporation (NYSE:AES)
10519,IQ35303,,Textron Inc. (NYSE:TXT)
2696,IQ353020,,Canadian National Railway Company (TSX:CNR)
21237,IQ35290,,"TETRA Technologies, Inc. (NYSE:TTI)"
25211,IQ352795,,Tekla Life Sciences Investors (NYSE:HQL)
64063,IQ352674,,"Genesis Energy, L.P. (NYSE:GEL)"
203480,IQ352642,,"SK Telecom Co.,Ltd (KOSE:A017670)"
178851,IQ35246128,,"Nuverra Environmental Solutions, Inc."
10420,IQ35237,,Tellabs Inc.
64028,IQ352094,,"Nu Skin Enterprises, Inc. (NYSE:NUS)"
63543,IQ352019,,Southwest Georgia Financial Corporation
63288,IQ351725,,"FBL Financial Group, Inc."
61077,IQ351102,,"GSE Systems, Inc. (NasdaqCM:GVP)"
177644,IQ35109281,,The Gabelli Healthcare & Wellness Trust (NYSE:GRX)
63639,IQ350748,,Ocwen Financial Corporation (NYSE:OCN)
63605,IQ350475,,Calpine Corporation
61811,IQ350405,,Southern Copper Corporation (NYSE:SCCO)
61655,IQ350381,,"Novavax, Inc. (NasdaqGS:NVAX)"
62501,IQ350318,,"Suburban Propane Partners, L.P. (NYSE:SPH)"
