GVKEY,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,cusip
009273,LC,67847,3914,19820129,E,780287108
009299,LU,27633,21541,19620131,E,783549108
009302,LU,62383,3954,19721214,20151001,783764103
009317,LU,68196,4040,19810325,E,784117103
009359,LC,76149,22765,19900426,20150129,786514208
009372,LC,68591,4278,19770209,20170131,790849103
009380,LC,59459,4293,19721214,20040401,79299X952
009393,LC,62391,21560,19810130,E,798241105
009393,LC,62391,21560,19810101,19810129,798241105
009411,LC,22840,21566,19620131,20140828,432589109
009411,LC,22840,21566,19490701,19620130,432589109
009445,LU,23085,21570,19620131,20190131,80589M102
009445,LU,23085,21570,19510101,19620130,80589M102
009465,LC,14277,21576,19620202,E,806857108
009465,LC,14277,21576,19570101,19620201,806857108
009555,LC,85926,34702,19980408,E,81211K100
009599,LU,50948,21596,19700727,E,816850101
009611,LU,51625,21599,19701207,E,817565104
009667,LC,36468,21609,19620702,E,824348106
009699,LC,70536,4108,19750808,20151117,826552101
009761,LC,38850,21623,19630117,20180531,83099K939
009771,LC,65402,21625,19890101,E,831865209
009771,LC,65402,21625,19830930,19881231,831865209
009774,LC,70923,4062,19721214,20130926,83299A004
009777,LC,42585,21629,19651020,E,832696405
009778,LU,60206,4162,19721214,E,833034101
009783,LC,64995,2535,19940302,E,493267108
009815,LU,71176,4196,19721214,E,835495102
009818,LC,51131,21633,19700917,E,835699307
009831,LC,26614,21637,19700420,E,838518108
009846,LU,15720,21543,19620131,E,281020107
009846,LU,15720,21543,19510101,19620130,281020107
009849,LU,71475,4350,19750131,E,029899101
009849,LU,71475,4350,19740101,19750130,029899101
009850,LC,18411,21640,19620131,E,842587107
009850,LC,18411,21640,19510101,19620130,842587107
009882,LU,58683,4181,19721214,E,844741108
009899,LC,66093,21645,19840216,E,00206R102
009904,LU,63765,4338,19730131,E,845467109
009904,LU,63765,4338,19730101,19730130,845467109
009919,LC,71985,7064,19840619,E,825698103
010002,LC,72696,21659,19870130,20180228,128195104
010008,LU,43481,21662,19660711,E,854231107
010016,LC,43350,21664,19660615,E,854502101
010030,LU,18438,21665,19620131,E,855668109
010030,LU,18438,21665,19490701,19620130,855668109
010035,LU,72726,4260,19721214,E,857477103
010096,LC,64653,4289,19810130,E,74460D109
010096,LC,64653,4289,19810101,19810129,74460D109
010115,LU,73139,4298,19790502,E,863667101
010121,LC,66325,6412,19920801,20140430,63938C108
010121,LC,66325,6412,19920701,19920731,63938C108
010121,LC,66325,6412,19831031,19920630,63938C108
010121,LC,14601,54824,20140501,E,63938C108
010137,LC,12385,53564,20101101,E,86562M209
010187,LC,68144,21691,19850701,20191231,867914103
010190,LC,44951,21692,19670913,20181031,868536301
010195,LU,52396,21693,19710504,E,868168105
010200,LU,73681,6650,19831206,20140430,868532102
010247,LU,52038,21698,19710226,E,871829107
010277,LC,37161,21700,19620702,20160630,872375100
010332,LU,15560,21711,19650129,20151008,74979E101
010332,LU,15560,21711,19590701,19650128,74979E101
010357,LC,37217,21714,19660131,19880131,878289107
010357,LC,37217,21714,19620702,19660130,878289107
010385,LC,91321,50848,20060629,E,878742204
010405,LU,43123,21722,19660502,E,01741R102
010407,LU,44329,21723,19670424,E,879369106
010411,LC,63773,5230,19811215,E,879433829
010420,LC,75257,4467,19800715,20131231,879664100
010441,LU,75460,4375,19721214,E,880345103
010453,LC,51369,21731,19701019,E,880770102
010466,LC,37284,21732,19660131,20180928,03349M105
010466,LC,37284,21732,19651001,19660130,03349M105
010498,LC,40694,21736,19640603,20140701,882491103
010499,LC,15579,21737,19620228,E,882508104
010499,LC,15579,21737,19530101,19620227,882508104
010519,LC,23579,21743,19620131,E,883203101
010519,LC,23579,21743,19500101,19620130,883203101
010530,LC,62092,4557,19721214,E,883556102
010549,LU,76081,6765,19840110,E,885160101
010550,LU,76100,4587,19810514,20151030,885175307
010567,LC,93423,53440,20100621,E,83001A102
010581,LC,14795,21758,19620131,E,887389104
010581,LC,14795,21758,19500101,19620130,887389104
010614,LC,62308,21764,19721214,E,37959E102
010618,LU,60580,4516,19721214,E,891092108
010631,LU,76639,6278,19830810,20190930,891906109
010671,LC,67774,21771,19850530,E,87807B107
010735,LU,55001,21783,19720628,E,896522109
010787,LC,45356,21791,19671114,20160902,G91442106
010789,LC,76185,26080,19900522,E,902252105
010793,LC,77730,4620,19721214,E,902494103
010795,LC,91103,21793,20060202,E,910047109
010801,LU,17929,21794,19620131,E,902681105
010801,LU,17929,21794,19510101,19620130,902681105
010816,LU,79244,21800,19930521,20190430,903293405
010839,LC,78044,4685,19721222,E,904677200
010840,LU,65306,6051,19830607,E,904708104
010845,LC,28302,21802,19620131,19931231,90499J933
010845,LC,28302,21802,19620101,19620130,90499J933
010846,LC,28310,21803,20201101,20201130,904767704
010846,LC,28310,21803,19620131,20201031,904767704
010846,LC,28310,21803,19611229,19620130,904767704
010846,LC,28302,21802,20201101,E,904767704
010846,LC,28302,21802,19940101,20201031,904767704
010860,LU,24985,21808,19620131,E,023608102
010860,LU,24985,21808,19521215,19620130,023608102
010867,LU,48725,21810,19690716,E,907818108
010877,LC,63781,4691,19790406,20200522,909218406
010894,LU,59300,3334,19800211,E,902653104
010903,LC,92655,7267,19841017,E,91324P102
010916,LU,78829,4673,19740131,E,902788108
010916,LU,78829,4673,19740101,19740130,902788108
010920,LC,87447,36383,19991110,E,911312106
010970,LC,15069,21795,19620131,19910411,90399Y931
010970,LC,15069,21795,19500101,19620130,90399Y931
010983,LC,17830,21832,19620131,E,75513E101
010983,LC,17830,21832,19500101,19620130,75513E101
010984,LC,39087,21833,20130701,20130710,85207U105
010984,LC,39087,21833,19630410,20130630,85207U105
010984,LC,14040,54473,20130712,20200331,85207U105
011012,LU,59619,4684,19721214,E,81725T100
011017,LU,16555,21838,19620131,E,913456109
011017,LU,16555,21838,19490701,19620130,913456109
011032,LU,79637,4655,19810709,E,913903100
011060,LC,43553,21849,19660725,E,918204108
011094,LU,80128,4761,19721214,E,920253101
011096,LC,37807,21856,19631231,20170531,920355104
011115,LU,27043,21859,19620131,20210430,92220P105
011178,LU,80857,4815,19721214,E,927107409
011220,LC,28388,21874,19630329,E,929042109
011220,LC,28388,21874,19620131,19630328,929042109
011228,LC,15202,21876,19620131,E,929160109
011228,LC,15202,21876,19600101,19620130,929160109
011234,LU,81294,4881,19730123,E,929236107
011259,LU,55976,21880,19721120,E,931142103
011264,LU,19502,21881,19620131,E,931427108
011264,LU,19502,21881,19491001,19620130,931427108
011296,LU,21231,21887,19620131,20180706,92924F106
011296,LU,21231,21887,19510101,19620130,92924F106
011304,LU,24969,21890,19620131,E,05379B107
011304,LU,24969,21890,19520924,19620130,05379B107
011313,LU,46068,21893,19930901,E,942622200
011313,LU,46068,21893,19820129,19930831,942622200
011315,LC,81702,4987,19770930,20160129,943315101
011376,LU,62498,4998,19721214,E,955306105
011399,LC,66384,4879,19781130,E,958102105
011399,LC,66384,4879,19770701,19781129,958102105
011446,LC,21186,21913,19620131,20150701,583334107
011446,LC,21186,21913,19491101,19620130,583334107
011456,LC,39917,21914,19631206,E,962166104
011465,LC,25419,21916,19620131,E,963320106
011465,LC,25419,21916,19560101,19620130,963320106
011506,LU,38156,21923,19620702,E,969457100
011509,LC,64135,4919,19810226,20131017,929297109
011511,LU,83011,6149,19830707,E,969904101
011550,LC,23536,21931,19620131,E,92939U106
011554,LC,58819,4980,19721214,E,018802108
011555,LC,25099,21932,19620131,20150630,45899L003
011566,LU,42286,21935,19650720,E,978097103
011580,LU,84403,27497,19970114,E,980745103
011584,LU,15456,21936,19620131,E,344849104
011584,LU,15456,21936,19500101,19620130,344849104
011600,LU,83601,5009,19721214,E,981811102
011636,LC,27983,21945,19620131,E,98421M106
011644,LC,63079,5036,20161216,20191127,49309J202
011644,LC,63079,5036,19801016,20160727,49309J202
011672,LU,40539,21949,19640512,E,872540109
011687,LC,84129,5057,19740101,E,989701107
011721,LC,90756,7765,19851002,E,688239201
011770,LC,72996,6185,19830719,E,860630102
011781,LC,89134,42001,20011003,E,69047Q102
011796,LC,87426,7557,19850523,E,50189K103
011811,LU,88664,7864,19851120,E,426281101
011814,LC,87055,7882,19851127,19931021,221607104
011831,LC,88031,7902,19851206,19901107,212154108
011842,LC,15318,362,19820129,E,045487105
011854,LC,14318,54658,20131108,E,629209305
011856,LC,71563,4163,19820129,E,89832Q109
011856,LC,71563,4163,19820101,19820128,89832Q109
011896,LU,35917,5908,19870130,E,320867104
011896,LU,35917,5908,19870101,19870129,320867104
011923,LU,70332,20194,19861002,20190830,032511107
011925,LC,90537,7752,19850923,20200730,G65431127
011930,LC,21785,6522,20030318,20190412,124867102
011930,LC,21785,6522,19850131,20010315,124867102
011930,LC,21785,6522,19841001,19850130,124867102
011944,LC,86866,8037,20210601,E,89904V101
011944,LC,86866,8037,20210525,20210531,89904V101
011944,LC,86866,8037,19990422,20200607,89904V101
012053,LC,10147,8093,19860404,20160906,268648102
012081,LC,13756,54310,20130129,E,376549101
012123,LU,67467,20505,19850620,E,089302103
012124,LC,69032,21224,19860321,E,617446448
012138,LU,10138,8087,19860402,E,74144T108
012140,LC,88373,7257,19850131,E,637417106
012140,LC,88373,7257,19850101,19850130,637417106
012141,LC,10107,8048,19860313,E,594918104
012142,LC,10104,8045,19860312,E,68389X105
012151,LC,13983,54444,20130613,E,222070203
012206,LC,89954,44708,20031223,20150724,25490A309
012215,LU,10302,8222,19860529,20200430,232806109
012216,LU,10299,8220,19860528,20170331,535678106
012250,LU,10363,8284,19860611,20201130,00163U106
012262,LU,10382,8299,19860618,E,046224101
012294,LC,13618,54205,20121026,E,55336V100
012379,LU,10501,8418,19860718,E,030506109
012384,LC,90793,47003,20050725,E,780259305
012384,LC,90793,47003,20050720,20050724,780259305
012389,LU,70033,20881,19860708,E,412822108
012395,LU,70228,8372,19860708,E,889478103
012428,LC,91204,21430,20060410,E,736508847
012433,LU,10530,8441,19860729,E,589584101
012441,LC,79698,12457,20031001,E,366651107
012441,LC,79698,12457,19990727,20030930,366651107
012441,LC,79698,12457,19990701,19990726,366651107
012441,LC,79698,12457,19931005,19990630,366651107
012445,LU,10606,8508,19860821,E,942749102
012459,LC,79785,21242,19931118,E,62944T105
012485,LC,68857,20373,19860117,20160621,02156K103
012540,LC,75510,8476,19860813,E,00724F101
012559,LU,10667,8570,19860916,20160630,35952W103
012576,LC,10659,8563,19860912,20150819,09057G602
012589,LC,10693,8596,19860924,E,29261A100
012635,LC,10696,8598,19860925,E,337738108
012673,LU,69761,20269,19860909,E,06738E204
012689,LU,70092,21037,19860801,E,48666K109
012726,LU,71175,21798,19861231,E,91529Y106
012756,LC,70500,20469,19861121,20160530,G25839104
012756,LC,16048,55559,20160531,E,G25839104
012788,LU,75224,8741,19861114,20170331,413086109
012803,LC,13992,54447,20130612,20171229,37518B102
012825,LU,10026,7976,19860204,E,466032109
012833,LC,13681,54259,20121102,E,24664T103
012840,LU,10812,8702,19861105,E,422347104
012850,LU,10909,8786,19870130,E,156782104
012886,LC,90442,21287,20041201,E,90130A309
012886,LC,90442,21287,20041112,20041130,90130A309
012886,LC,90441,21287,20041201,E,90130A309
012886,LC,90441,21287,20041112,20041130,90130A309
012892,LC,13584,54183,20120921,E,86765K109
012895,LU,75222,8840,19861217,20160831,05463D100
012909,LU,10933,8811,19861212,E,570535104
012947,LC,10966,8839,19861217,20021125,52399Z938
012950,LU,70308,20033,19861219,20160520,009363102
012976,LC,13656,54517,20121012,20191031,812362101
012978,LC,13598,54193,20121001,20150702,50076Q106
013003,LC,89105,41977,20010801,20170428,481165108
013041,LC,20053,781,19810101,E,87161C501
013076,LC,13501,54134,20120727,E,
013092,LC,77453,25865,19920305,E,466367109
013125,LC,67598,20891,19860131,E,42250P103
013125,LC,67598,20891,19860101,19860130,42250P103
013128,LU,71837,20631,19870309,20200131,278878103
013142,LU,68021,21114,19860131,20211029,14067E506
013142,LU,68021,21114,19860101,19860130,14067E506
013174,LC,80912,27333,19940922,20150211,872417308
013184,LC,10838,8721,19861110,E,232828608
013189,LU,10952,8826,19861217,E,150602605
013288,LC,87816,18443,20000321,20151104,772081204
013288,LC,87816,18443,19860325,19871231,772081204
013312,LC,89760,44121,20030625,E,088606108
013312,LC,75039,653,19820129,E,088606108
013323,LU,11343,9188,19870519,E,800013104
013341,LU,64390,3682,19790131,E,743315103
013341,LU,64390,3682,19790101,19790130,743315103
013380,LC,11382,9225,19870603,20131104,79377W108
013406,LC,11378,9221,19870602,20180308,129603106
013421,LU,11403,9245,19870610,E,127387108
013431,LC,17956,56450,20180731,E,08579X101
013431,LC,11478,9309,19870701,20131216,08579X101
013440,LC,85991,16033,19980401,20171031,52729N308
013453,LC,78451,26284,19930226,E,683797104
013453,LC,78451,26284,19860828,19880629,683797104
013453,LC,78451,26284,19821101,19860101,683797104
013480,LU,11481,9312,19870701,E,278715206
013498,LC,89728,56248,20030421,E,143658300
013498,LC,75154,20394,19870724,E,143658300
013510,LU,75341,20609,19880831,E,264411505
013526,LU,70420,20346,19861216,20191031,118230101
013540,LC,13627,54212,20121026,20170428,966244105
013562,LU,70121,21107,19860723,E,105368203
013570,LU,75470,9375,19870831,E,596278101
013580,LU,72864,21839,19870120,E,91359E105
013599,LU,11552,9374,19870930,20191129,151020104
013602,LU,11174,9023,19870313,E,03062T105
013619,LU,75107,20018,19870729,E,003654100
013623,LU,11547,9370,19870723,E,207410101
013646,LU,75100,21753,19870505,20210107,886547108
013664,LC,17334,9914,20180310,20201231,36164V305
013683,LU,75049,21724,19870612,E,879382208
013700,LC,11600,9424,19870812,E,24906P109
013710,LU,75041,20409,19870423,E,150185106
013714,LC,76226,21866,19941001,E,92556H206
013714,LC,76226,21866,19900614,19940930,92556H206
013714,LC,75104,21866,19941001,E,92556H206
013714,LC,75104,21866,19870610,19940930,92556H206
013721,LC,13788,54327,20130201,E,98978V103
013782,LU,11638,9459,19870827,20190731,625383104
013789,LU,11641,9462,19870827,20170428,009128307
013800,LU,75526,8780,19861203,20180331,020409108
013839,LU,11707,9526,19870922,20191231,132011107
013858,LC,13632,54215,20121005,20161130,G35569105
013871,LC,13583,54182,20120928,E,866142409
013948,LC,23229,20361,19620131,19870526,210518007
013962,LC,80682,30422,19941130,20200109,315293209
013963,LU,75233,21100,19871008,E,92240M108
013971,LC,77735,11530,19980430,E,59151K108
013988,LC,75186,21578,19870922,E,808513105
014032,LC,13616,54203,20121003,20170228,53224V100
014084,LU,11731,9550,19870930,E,012348108
014113,LC,11803,9604,20110714,E,606710200
014113,LC,11803,9604,19950526,20040524,606710200
014113,LC,11803,9604,19871231,19950308,606710200
014140,LC,75152,20260,19870730,E,05964H105
014169,LC,37217,21714,19880201,20171018,51476K103
014182,LC,11599,9425,19870812,20140509,02341W103
014186,LC,89502,43504,20020916,E,36866T103
014219,LC,85789,7784,19851014,E,12740C103
014225,LU,11618,9440,19870820,E,311900104
014253,LU,82107,2253,19770131,E,957090103
014253,LU,82107,2253,19770101,19770130,957090103
014256,LC,11896,9698,20081008,20210831,57772K101
014256,LC,11896,9698,19880229,20071001,57772K101
014269,LC,90516,46036,20041216,E,G4412G101
014275,LC,12448,53609,20101209,E,33616C100
014282,LC,84769,31967,19970520,E,032095101
014304,LU,10180,9743,19880408,20201005,009728106
014311,LU,75182,21425,19870916,E,731068102
014316,LU,85635,27937,19971016,20150529,87425E103
014324,LC,75577,9735,19880331,20151224,021441100
014353,LC,86218,28124,19980701,E,82028K200
014359,LU,75241,21366,19871222,E,723787107
014370,LC,75285,20312,19910503,E,56418H100
014390,LC,16341,55714,20161014,E,349553107
014412,LU,75316,21635,19880513,20191031,835898107
014418,LU,11891,9764,19880502,E,552953101
014438,LC,13567,54174,20121001,20160429,00101J106
014477,LU,11955,9804,19880603,E,94106L109
014489,LC,18267,55676,20181228,E,24703L202
014489,LC,11081,9833,19880622,20131031,24703L202
014535,LC,84176,31806,19961114,E,811054402
014538,LC,75652,5310,19850131,E,881624209
014561,LU,11752,9558,19871002,E,19247G107
014590,LC,81774,20763,19950731,E,35671D857
014592,LU,75278,20048,19880414,E,01881G106
014605,LC,11845,9646,19871229,E,92937A102
014624,LC,75573,9798,19880601,E,88337F105
014667,LU,69366,20709,19860417,E,003009107
014700,LU,71810,20607,19870121,E,23325P104
014748,LU,75082,21318,19870617,E,670928100
014763,LC,71079,21535,19861128,E,780910105
014790,LU,75342,20642,19880721,E,59001A102
014822,LC,17743,544,19870130,E,084423102
014822,LC,17743,544,19870101,19870129,084423102
014824,LC,23473,912,19820129,E,172062101
014824,LC,23473,912,19820101,19820128,172062101
014828,LU,59396,3363,19800131,E,680223104
014828,LU,59396,3363,19800101,19800130,680223104
014864,LC,15099,55131,20141205,20180402,46645Q106
014891,LC,12226,9977,19881020,E,55303J106
014894,LC,75418,21996,19881027,E,92857W308
014898,LU,78664,26127,19930802,E,88554D205
014934,LC,87137,35222,19990818,E,25179M103
014954,LU,12211,9971,19881012,E,535555106
014960,LC,12062,9848,19880707,E,50540R409
014995,LU,56653,21846,19820129,E,101507101
014995,LU,56653,21846,19810701,19820128,101507101
015037,LC,69892,20580,19940429,20190430,380956409
015044,LC,13628,54213,20121012,E,98138H101
015055,LC,88391,37900,20000731,E,136385101
015070,LU,80070,29139,19931201,E,867224107
015111,LC,75416,21995,19881228,E,74971D101
015117,LC,13915,54403,20130514,20180630,874697105
015142,LC,75846,22124,19891115,E,45031U101
015143,LU,75331,20307,19880722,E,09247F209
015172,LC,14987,55064,20141013,20210118,N31738102
015181,LC,75381,21963,19881214,E,05946K101
015212,LC,13615,54202,20121025,E,22758A105
015247,LC,85269,32066,19970812,E,91913Y100
015252,LC,92029,10110,20070518,E,896215209
015267,LU,75591,22075,19890602,E,45167R104
015274,LC,82540,14037,19951010,20190531,93317Q105
015314,LC,13711,54283,20121213,20161130,83416T100
015350,LU,75622,22037,19890523,E,055630107
015362,LU,75466,22027,19890317,E,961214301
015363,LC,10375,8292,19860617,20190731,872307103
015377,LU,75346,20760,19880923,E,355145103
015414,LC,75694,10107,19890209,E,09073M104
015417,LU,63467,3624,19840131,E,115236101
015417,LU,63467,3624,19840101,19840130,115236101
015420,LC,13634,54217,20121010,E,G037AX101
015444,LC,75650,10241,19890710,E,12626K203
015452,LC,13647,54227,20121012,20170228,535782106
015509,LC,87033,35175,19990716,E,404280406
015520,LC,12076,9857,20080911,E,G81276100
015521,LC,75489,10171,19890428,20170912,855030102
015576,LC,89199,42291,20011003,E,D18190898
015580,LC,81284,29146,19980227,E,063671101
015581,LC,85636,29148,19980331,E,136069101
015582,LC,89428,43264,20020930,E,064149107
015598,LC,85172,7622,19850628,E,007924103
015613,LC,89256,42522,20011220,E,65535H208
015617,LU,85081,32020,19970613,E,456837103
015627,LC,75811,22107,19890919,20010330,065379109
015633,LC,82654,29151,19951016,E,780087102
015634,LC,92355,28711,20071201,E,639057207
015634,LC,92355,28711,20071018,20071130,639057207
015668,LU,86349,34869,19980916,E,686330101
015704,LC,89444,28754,20020612,E,884903709
015706,LC,83835,29152,19960830,E,891160509
015708,LC,75646,22092,19890727,20150331,018490102
015709,LC,75592,22076,19890602,20160219,729251108
015782,LC,88310,37675,20000628,E,74435K204
015799,LC,75754,10181,19910620,19990613,255908501
015799,LC,75754,10181,19890509,19910602,255908501
015855,LC,75607,10224,19890623,E,668771108
015929,LC,89238,42417,20011127,E,539439109
016011,LC,13701,54274,20121121,E,46591M109
016026,LC,13633,54216,20121019,20190904,Y7545W125
016101,LC,13721,54287,20130102,E,00287Y109
016113,LC,13802,54336,20130307,E,04316A108
016116,LC,13752,54307,20130118,E,23283R100
016188,LU,75654,10256,19890720,E,192422103
016225,LC,13738,54296,20121207,E,958669103
016245,LC,12073,9847,19880706,E,712704105
016269,LC,13825,54351,20130321,E,29251M106
016384,LC,13904,54396,20130502,E,929089100
016401,LU,75603,10210,19890609,E,172755100
016453,LU,75976,10288,19890823,E,640491106
016476,LC,18424,25260,20190321,E,52736R102
016477,LC,93101,30388,20091120,E,521865204
016478,LU,75825,22113,19891004,E,26875P101
016533,LC,13685,54262,20121128,E,33739B104
016582,LC,75844,22122,19891102,E,67077M108
016597,LU,75854,10359,19891109,E,518415104
016648,LC,16435,55776,20161006,20201030,00790X101
016653,LC,13862,54368,20130410,E,87724P106
016668,LU,15070,1940,19820129,E,042744102
016668,LU,15070,1940,19820101,19820128,042744102
016681,LC,83239,6627,20161201,20161230,05540P100
016681,LC,83239,6627,19960312,20161130,05540P100
016705,LC,11628,9449,19870824,E,154760409
016710,LU,75831,10323,19891005,E,253798102
016721,LU,75828,10303,19890920,E,285512109
016738,LC,14312,54653,20131114,E,44157R109
016745,LC,13706,54280,20121221,E,G72800108
016781,LU,11442,9280,19870623,E,177835105
016832,LC,87952,6944,19840322,E,37637Q105
016848,LC,14440,54724,20140110,E,89422G107
016878,LC,15298,55233,20150421,20171127,28413L105
016890,LC,88912,7720,19850904,E,453838609
016892,LC,13748,54303,20130131,20140730,87299F939
016910,LU,89440,7702,19850822,20160331,65080T102
016972,LC,14791,54947,20140708,E,84841L308
017010,LC,16000,54311,20180101,E,531229607
017010,LC,16000,54311,20160418,20171231,531229607
017010,LC,15998,54311,20180101,E,531229607
017010,LC,15998,54311,20160418,20171231,531229607
017010,LC,14811,54311,20140724,20160417,531229607
017010,LC,13757,54311,20130114,20160417,531229607
017101,LU,75860,10380,19891117,E,45253H101
017115,LU,68292,4234,19870130,E,816300107
017115,LU,68292,4234,19870101,19870129,816300107
017120,LC,11786,9588,19871023,E,78486Q101
017145,LC,81577,5679,19831230,E,938824109
017150,LU,10932,8810,19861212,E,947890109
017184,LC,69586,6827,19840202,E,811707801
017195,LC,35685,6736,19831221,E,320209109
017228,LC,79444,29930,20180510,E,87484T108
017233,LC,73809,7050,19880129,20150731,869099101
017233,LC,73809,7050,19870101,19880128,869099101
017239,LC,75819,10302,19890919,19980430,494580103
017248,LU,11369,9213,19870529,E,909907107
017277,LC,14166,54355,20130927,E,62945V109
017408,LC,14301,54645,20131121,E,Y62132108
017451,LC,13877,54377,20130403,E,45384B106
017498,LC,13870,54373,20130411,E,16934W106
017556,LC,13823,54350,20130415,20210730,G16249107
017606,LC,13807,54340,20130326,20210831,
017609,LC,13817,54345,20130326,E,
017628,LC,13895,54391,20130509,20190530,29102H108
017639,LC,14061,54489,20130801,E,02665T306
017688,LC,13942,54421,20130509,20150831,756207106
017695,LC,13914,54402,20130517,20190731,87336U105
017699,LC,13831,54357,20130502,20170627,12646R105
017709,LC,13934,54417,20130510,20210129,32115D106
017715,LU,84725,15450,19970425,E,192025104
017769,LC,13843,54362,20130430,E,41068X100
017811,LC,13890,54388,20130523,E,159179100
017812,LC,13957,54429,20130627,20201231,40416M105
017874,LC,91937,52120,20130501,E,872590104
017878,LC,13907,54398,20130516,E,64828T201
017928,LC,13911,54401,20130509,E,46266C105
017931,LC,13940,54419,20130522,20200731,737010108
017933,LC,14035,54469,20130723,E,718549207
017934,LC,14102,54513,20130801,E,85208M102
017997,LC,13917,54404,20130523,E,F21107101
017998,LC,13947,54424,20130619,E,09609G100
018004,LC,14716,54909,20140618,E,156504300
018005,LC,13889,54387,20130521,20151217,157842105
018036,LC,14239,54602,20131025,E,20337X109
018043,LC,13964,54433,20130701,E,65249B109
018043,LC,13963,54433,20130701,E,65249B109
018049,LU,10629,8534,19860902,E,302520101
018071,LC,14037,54471,20130719,E,76169C100
018086,LC,14011,54459,20130701,E,G5890A102
018159,LC,14044,54476,20130724,E,00847X104
018162,LC,13954,54427,20130626,E,29664W105
018184,LC,14464,54740,20140220,20201231,636220303
018242,LC,13981,54442,20130626,20181130,184691103
018291,LC,14095,54508,20130802,20190802,21240D107
018293,LC,14030,54466,20180101,E,18539C204
018293,LC,14030,54466,20130717,20171231,18539C204
018306,LC,14414,54706,20140123,E,80283M101
018312,LC,16084,55582,20160531,E,912008109
018315,LC,14072,54496,20130808,E,74017N105
018320,LC,14097,54509,20130808,E,35138V102
018321,LC,14134,54539,20130913,E,172464109
018323,LC,14050,54480,20130712,20210331,67402D104
018339,LC,14131,54536,20130920,20170929,18948M108
018383,LC,14181,54572,20131030,E,11120U105
018465,LC,14179,54570,20131010,E,03674X106
018468,LC,14215,54587,20131016,E,72651A207
018487,LC,14159,54556,20130920,E,562662106
018510,LC,14176,54568,20130919,20211130,00434H108
018573,LC,14220,54588,20131009,20210831,74736A103
018578,LC,14221,54589,20131002,E,75524W108
018597,LC,76592,28996,19910313,19940130,386090302
018626,LC,14785,54943,20140718,E,L44385109
018629,LC,14317,54657,20131107,E,50187T106
018636,LC,76592,28996,19940131,E,25243Q205
018638,LC,16639,55891,20170329,20201231,64129T207
018666,LC,76908,11064,20140415,E,04367G103
018675,LC,14182,54574,20131002,E,122017106
018677,LC,14168,54562,20130927,20200331,70338P100
018683,LC,14141,54544,20130930,E,808625107
018689,LC,14231,54595,20131016,E,922475108
018699,LU,75912,10408,19891208,E,69370C100
018745,LC,14235,54598,20131031,E,G3198U102
018750,LC,14240,54603,20131030,E,226718104
018774,LC,14342,54676,20131211,20190131,91914J102
018792,LC,14252,54610,20131104,E,36467J108
018817,LC,14224,54591,20131018,E,78081T104
018842,LC,14274,54628,20131101,E,210751103
018869,LC,14326,54663,20131106,E,M98068105
018872,LC,14295,54638,20131107,E,90184L102
018888,LC,82702,14243,20180507,E,03168L105
018899,LC,14325,54662,20131114,E,875372203
018900,LC,14327,54664,20131115,20151030,989774104
018947,LC,14263,54620,20131030,E,92337F107
018975,LC,14340,54675,20131213,20170428,65440R101
019044,LC,14472,54748,20140228,E,922280102
019084,LC,14268,54623,20131120,E,10482B101
019094,LU,77415,11403,19920317,E,628778102
019151,LC,89817,44284,20030808,E,87927Y102
019163,LC,14279,14228,20131113,20210630,30224P200
019171,LC,14408,54704,20140117,20180731,74978Q105
019175,LC,14296,54640,20131122,E,92719W207
019205,LC,92686,53027,20150309,E,14070B309
019262,LU,11844,9645,19871229,E,204149108
019273,LC,14564,54802,20140411,20211203,292480100
019274,LC,14459,54739,20140214,E,45780L104
019295,LC,14332,54667,20131211,E,05278C107
019349,LC,88935,41380,20010312,20140515,826197501
019398,LC,85726,15916,20050510,E,24869P104
019398,LC,85726,15916,19980112,20010108,24869P104
019412,LC,14432,54720,20140131,E,46116X101
019484,LC,15351,55257,20150515,E,34960P101
019507,LC,14503,54762,20140328,E,69007J106
019516,LC,14479,54750,20140213,E,45780R101
019517,LC,14401,54702,20140203,E,68235P108
019518,LC,14487,54752,20140303,E,49926D109
019565,LC,76221,26084,19900628,E,767204100
019580,LC,14637,54849,20140609,20180131,887228104
019600,LC,14691,54884,20140618,E,23257D103
019605,LU,65665,3771,19820129,E,752185207
019605,LU,65665,3771,19820101,19820128,752185207
019647,LC,15092,55129,20141211,E,52603A208
019649,LC,14608,54830,20140417,E,78573M104
019661,LU,76655,4521,19810130,E,892331307
019713,LC,79747,12461,19931006,E,04911A107
019730,LC,14547,54790,20140319,E,70438V106
019744,LC,14655,54863,20140522,E,47215P106
019770,LC,15031,55091,20141105,E,03673L103
019800,LC,14573,54808,20140409,20180530,21872L104
019832,LC,14555,54797,20140321,E,03890D108
019873,LU,11397,9239,19870608,E,940610108
019881,LC,14554,54796,20140328,E,90214J101
019906,LC,14567,54805,20140404,20210630,400110102
019927,LC,14574,54809,20140416,E,60786M105
019935,LC,14505,54764,20140310,E,29336T100
019998,LC,16260,55672,20160811,E,58506Q109
020004,LC,14616,54836,20140417,E,948596101
020066,LC,14507,54766,20140327,E,33739M100
020067,LC,89704,43982,20030415,E,45857P806
020088,LC,15145,55158,20150123,E,10316T104
020089,LC,14750,54920,20140626,E,88087E100
020096,LC,17827,56384,20180609,E,138035100
020105,LC,14565,54803,20140416,E,302635206
